user_id,gender,income_level,age,minutes_viewed,country_code,platform,characteristics,ml_output
197568495877,Female,Low,18 - 24,1186,NP,android,player,
197568495903,Female,Medium,25 - 34,161,PH,android,Social Media Fans,
197568495918,Female,Low,25 - 34,228,ID,android,Social Media Fans,
197568495925,Male,Medium,25 - 34,243,ID,android,player,
197568495932,Male,Medium,25 - 34,201,ID,android,Social Media Fans,
197568495982,Male,Low,< 18,179,PH,android,Social Media Fans,
197568495999,Male,Low,< 18,13,ID,android,casual,
197568496017,Male,Low,18 - 24,3021,PH,android,player,
197568496031,Male,Low,18 - 24,3,PH,android,casual,
197568496072,Male,Low,18 - 24,906,ID,android,player,
197568496101,Female,Medium,< 18,11,ID,android,casual,
197568496142,Male,Low,25 - 34,447,ID,android,casual,
197568496151,Male,Medium,25 - 34,0,NP,android,Travellers,
197568496154,Male,Medium,35 - 44,2,PH,android,Social Media Fans,
197568496157,Female,Low,< 18,74,NP,android,Social Media Fans,
206158430245,Male,High,< 18,302,ID,android,TV Lovers,
206158430262,Female,Low,25 - 34,55,ID,android,casual,
206158430265,Female,High,25 - 34,16,MY,iOS,Travellers,
206158430268,Female,Medium,25 - 34,560,ID,android,player,
206158430270,Male,Low,18 - 24,638,ID,android,player,
206158430274,Male,Low,25 - 34,1497,ID,android,Travellers,
206158430278,Female,Low,25 - 34,233,ID,android,casual,
206158430279,Female,Low,< 18,81,ID,android,Movies Lovers,
206158430283,Female,Low,25 - 34,44,ID,android,casual,
206158430288,Female,Low,25 - 34,48,MY,android,casual,
206158430292,Female,Low,18 - 24,87,ID,android,casual,
206158430295,Female,Medium,25 - 34,114,PH,iOS,casual,
206158430303,Female,Low,< 18,5,PH,android,casual,
206158430304,Female,Low,18 - 24,0,BD,android,casual,
206158430305,Female,Medium,25 - 34,17,ID,android,casual,
206158430315,Male,Medium,25 - 34,351,ID,android,casual,
206158430332,Female,Low,25 - 34,8,MY,android,casual,
206158430335,Male,Low,25 - 34,749,ID,android,Travellers,
206158430343,Male,Low,25 - 34,2,TH,android,casual,
206158430353,Female,Medium,25 - 34,130,ID,android,player,
206158430354,Female,Low,25 - 34,66,NP,android,casual,
206158430359,Male,Medium,25 - 34,41,NP,android,casual,
206158430382,Female,Low,25 - 34,2,ID,android,casual,
206158430383,Male,Medium,25 - 34,17,PH,android,casual,
206158430392,Female,Low,18 - 24,329,ID,android,addict,
206158430395,Female,Medium,25 - 34,1155,ID,android,casual,
206158430405,Male,Low,18 - 24,180,ID,android,casual,
206158430412,Female,Medium,25 - 34,2384,PH,android,addict,
206158430415,Female,Low,25 - 34,254,NP,android,casual,
206158430429,Female,High,25 - 34,745,PH,android,player,
206158430450,Female,Low,25 - 34,417,ID,android,Movies Lovers,
206158430453,Male,Medium,18 - 24,406,ID,android,casual,
206158430486,Male,Low,25 - 34,15,LK,android,casual,
206158430490,Female,Medium,< 18,1141,PH,android,player,
206158430494,Male,High,18 - 24,133,PK,android,casual,
206158430508,Male,High,18 - 24,141,NP,iOS,casual,
206158430522,Male,Low,< 18,60,ID,android,casual,
206158430554,Female,Low,25 - 34,777,ID,android,Social Media Fans,
206158430575,Male,High,18 - 24,4197,PH,iOS,Movies Lovers,
206158430606,Female,Medium,35 - 44,164,ID,iOS,casual,
206158430618,Female,Low,< 18,117,PH,android,Social Media Fans,
206158430622,Female,Medium,25 - 34,2,ID,android,casual,
206158430664,Female,Low,25 - 34,21,MY,android,Social Media Fans,
206158430681,Female,Medium,18 - 24,784,PH,android,player,
206158430682,Female,Low,35 - 44,448,ID,android,casual,
206158430687,Female,High,< 18,59,PH,iOS,player,
206158430689,Female,High,< 18,42,PH,googlecast,player,
206158430691,Female,Low,18 - 24,117,ID,android,Social Media Fans,
206158430698,Female,High,18 - 24,0,ID,android,Social Media Fans,
206158430718,Female,Low,18 - 24,17,PH,android,casual,
206158430719,Female,Medium,25 - 34,189,NP,android,Social Media Fans,
206158430747,Female,Low,< 18,0,MY,android,Social Media Fans,
206158430787,Male,Low,< 18,20,ID,android,Social Media Fans,
214748364847,Female,Low,25 - 34,193,ID,android,casual,
214748364848,Male,Medium,35 - 44,141,MY,android,player,
214748364854,Female,Low,25 - 34,4,PH,android,casual,
214748364855,Female,Medium,18 - 24,489,ID,android,player,
214748364856,Female,Low,25 - 34,0,PH,android,addict,
214748364862,Female,High,18 - 24,3571,MY,iOS,player,
214748364867,Male,Medium,25 - 34,348,ID,android,player,
214748364869,Female,High,35 - 44,0,NP,iOS,casual,
214748364872,Female,Low,< 18,171,ID,android,casual,
214748364875,Male,Low,35 - 44,2,PH,android,casual,
214748364876,Female,Low,25 - 34,1710,ID,android,addict,
214748364881,Female,Medium,< 18,0,PH,android,casual,
214748364885,Male,Low,25 - 34,29,NP,android,casual,
214748364886,Female,Medium,18 - 24,1026,PH,android,player,
214748364900,Female,Low,25 - 34,18,ID,android,casual,
214748364905,Female,Low,25 - 34,0,PH,android,casual,
214748364909,Female,Medium,35 - 44,91,ID,android,casual,
214748364910,Female,Medium,18 - 24,0,PH,android,casual,
214748364911,Female,Low,35 - 44,465,ID,android,player,
214748364914,Male,Low,< 18,2,ID,android,casual,
214748364920,Female,Medium,25 - 34,478,ID,android,casual,
214748364921,Male,Medium,55+,0,MY,android,casual,
214748364927,Female,Medium,25 - 34,16,PH,googlecast,casual,
214748364939,Male,Low,25 - 34,68,NP,android,casual,
214748364944,Male,Low,18 - 24,1,NP,android,casual,
214748364945,Male,Medium,18 - 24,1,ID,android,casual,
214748364950,Male,Medium,25 - 34,0,NP,android,casual,
214748364951,Male,High,25 - 34,0,ID,iOS,casual,
214748364968,Male,Low,25 - 34,440,ID,android,player,
214748364970,Male,Medium,35 - 44,120,NP,android,casual,
214748364995,Female,Low,35 - 44,0,PH,android,casual,
214748364997,Male,Low,25 - 34,17,PH,android,casual,
214748365000,Male,Low,18 - 24,94,ID,android,casual,
214748365005,Female,Medium,< 18,128,ID,android,casual,
214748365019,Male,Low,18 - 24,929,PH,android,player,
214748365020,Female,Low,25 - 34,1543,NP,android,player,
214748365048,Male,Medium,25 - 34,0,ID,android,Mobile Enthusiasts,
214748365051,Female,Low,< 18,403,NP,android,player,
214748365069,Male,Low,< 18,253,ID,android,casual,
214748365086,Male,Low,25 - 34,105,ID,android,casual,
214748365094,Female,Low,18 - 24,256,ID,android,player,
214748365105,Male,Medium,< 18,1625,MY,iOS,Social Media Fans,
214748365114,Male,Medium,18 - 24,270,ID,android,casual,
214748365115,Male,High,18 - 24,130,NP,iOS,Social Media Fans,
214748365117,Female,Low,18 - 24,351,MY,android,Social Media Fans,
214748365120,Male,Medium,25 - 34,57,BD,android,casual,
214748365156,Female,Low,25 - 34,285,PH,android,Social Media Fans,
214748365176,Male,Medium,35 - 44,567,ID,android,Social Media Fans,
214748365207,Female,Low,25 - 34,802,PH,android,player,
214748365215,Female,Low,< 18,762,ID,android,Movies Lovers,
214748365229,Male,Medium,25 - 34,0,KW,android,Social Media Fans,
214748365231,Female,Low,25 - 34,100,ID,android,Social Media Fans,
214748365237,Female,Medium,35 - 44,0,ID,android,casual,
214748365275,Male,Medium,25 - 34,117,MY,android,casual,
214748365301,Female,Low,< 18,2,ID,android,Social Media Fans,
214748365341,Male,Medium,25 - 34,86,PH,android,Movies Lovers,
223338299428,Female,Medium,25 - 34,55,ID,android,casual,
223338299438,Female,High,18 - 24,0,ID,iOS,casual,
223338299450,Male,Medium,25 - 34,1265,ID,android,player,
223338299454,Male,High,55+,36,PH,android,casual,
223338299456,Male,High,18 - 24,93,ID,android-tv,casual,
223338299459,Male,High,25 - 34,14,ID,android,casual,
223338299468,Male,Medium,25 - 34,0,MY,iOS,casual,
223338299472,Female,Low,18 - 24,1057,ID,android,player,
223338299474,Female,Low,45 - 54,10,NP,android,casual,
223338299478,Female,Medium,25 - 34,512,PH,android,player,
223338299480,Male,Low,18 - 24,372,ID,android,casual,
223338299484,Male,Medium,25 - 34,8,ID,android,player,
223338299486,Male,Medium,35 - 44,0,ID,android,casual,
223338299487,Female,Medium,18 - 24,3,PH,android,casual,
223338299490,Male,High,25 - 34,46,NP,iOS,casual,
223338299496,Male,Low,18 - 24,0,MY,android,casual,
223338299498,Female,Medium,25 - 34,226,PH,android,casual,
223338299513,Female,Low,< 18,10,NP,android,casual,
223338299515,Female,Low,18 - 24,87,PH,android,casual,
223338299516,Male,Low,25 - 34,1,NP,android,Mobile Enthusiasts,
223338299518,Male,Low,18 - 24,231,NP,android,casual,
223338299524,Female,Medium,25 - 34,24,MY,iOS,casual,
223338299532,Male,Medium,35 - 44,101,PH,android,casual,
223338299534,Male,Medium,25 - 34,217,PH,android,player,
223338299535,Male,Low,35 - 44,122,NP,android,casual,
223338299538,Female,Low,25 - 34,451,NP,android,player,
223338299539,Male,High,18 - 24,0,MY,iOS,player,
223338299549,Male,Low,< 18,167,TH,android,player,
223338299552,Female,Medium,25 - 34,251,PH,android,casual,
223338299557,Female,High,18 - 24,0,ID,iOS,casual,
223338299597,Female,Low,18 - 24,940,PH,android,player,
223338299614,Female,Low,25 - 34,40,PH,android,Movies Lovers,
223338299617,Female,Low,25 - 34,471,NP,android,Movies Lovers,
223338299629,Male,Medium,25 - 34,423,NP,android,casual,
223338299647,Female,Medium,25 - 34,8,ID,android,casual,
223338299683,Female,Medium,18 - 24,196,ID,android,Social Media Fans,
223338299725,Male,Low,18 - 24,4,ID,android,casual,
223338299736,Male,Low,35 - 44,1020,ID,android,Social Media Fans,
223338299747,Female,Low,18 - 24,111,ID,android,casual,
223338299766,Female,Medium,18 - 24,447,PH,android,casual,
223338299801,Female,Low,18 - 24,1100,ID,android,player,
223338299804,Female,Low,18 - 24,1,ID,android,Social Media Fans,
223338299808,Male,Low,18 - 24,63,NP,android,casual,
223338299828,Female,Medium,< 18,4,PH,android,casual,
223338299853,Male,Low,< 18,299,MY,android,Social Media Fans,
231928234017,Male,Medium,18 - 24,217,ID,android,player,
231928234047,Male,Medium,18 - 24,145,ID,android,casual,
231928234051,Male,High,18 - 24,0,MY,iOS,casual,
231928234052,Female,Medium,25 - 34,1225,ID,android,player,
231928234057,Male,Medium,35 - 44,5,ID,android,casual,
231928234059,Male,Medium,25 - 34,216,NP,android,player,
231928234062,Female,Medium,35 - 44,2,NP,android,casual,
231928234065,Female,Low,25 - 34,8,NP,android,casual,
231928234066,Female,High,18 - 24,0,ID,android-tv,casual,
231928234067,Male,Low,25 - 34,91,NP,android,casual,
231928234068,Female,Low,35 - 44,44,ID,android,casual,
231928234072,Male,Medium,35 - 44,88,ID,android,casual,
231928234074,Female,Low,25 - 34,0,ID,android,casual,
231928234076,Female,Medium,25 - 34,1,PH,android,casual,
231928234078,Male,Low,25 - 34,385,MY,android,player,
231928234081,Male,Medium,25 - 34,412,MY,iOS,player,
231928234086,Female,Medium,18 - 24,970,ID,android,casual,
231928234089,Female,Medium,25 - 34,59,ID,android-tv,casual,
231928234095,Male,Low,25 - 34,579,NP,android,addict,
231928234097,Female,Medium,25 - 34,17,ID,android,casual,
231928234099,Male,Low,25 - 34,90,ID,android,casual,
231928234100,Female,Low,18 - 24,445,PH,android,player,
231928234105,Female,High,< 18,0,NP,iOS,casual,
231928234110,Female,Medium,25 - 34,0,NP,android,casual,
231928234116,Male,Medium,25 - 34,1,ID,android,casual,
231928234117,Male,Low,25 - 34,1030,MM,android,player,
231928234122,Male,Medium,25 - 34,77,ID,android,casual,
231928234123,Female,Low,25 - 34,1,PH,android,casual,
231928234125,Female,Low,25 - 34,1,NP,android,casual,
231928234127,Female,Medium,25 - 34,119,PH,android,casual,
231928234132,Female,Medium,18 - 24,0,ID,android,casual,
231928234133,Male,Low,25 - 34,26,MY,android,casual,
231928234136,Female,Medium,25 - 34,699,ID,android,Movies Lovers,
231928234196,Male,Low,25 - 34,19,PH,android,casual,
231928234204,Female,Low,25 - 34,297,ID,android,addict,
231928234217,Female,Low,25 - 34,67,PH,android,Social Media Fans,
231928234219,Male,Low,25 - 34,1469,ID,android,Movies Lovers,
231928234223,Male,Low,25 - 34,77,ID,android,Movies Lovers,
231928234226,Male,Medium,25 - 34,1,SA,android,News Junkies & Avid Readers,
231928234235,Female,Low,35 - 44,0,ID,android,Social Media Fans,
231928234239,Female,High,25 - 34,1666,LK,iOS,player,
231928234243,Female,Medium,< 18,1,PK,android,casual,
231928234263,Female,Medium,18 - 24,116,VN,android,casual,
231928234282,Male,Low,18 - 24,19,ID,android,casual,
231928234292,Female,Low,18 - 24,389,NP,android,Social Media Fans,
231928234309,Female,Low,< 18,229,ID,android,player,
231928234448,Female,Low,< 18,3,NP,android,Social Media Fans,
231928234461,Female,Low,< 18,0,PH,web,Social Media Fans,
231928234474,Female,Low,25 - 34,985,PH,android,Social Media Fans,
231928234486,Male,Low,18 - 24,81,NP,android,Movies Lovers,
231928234519,Male,Low,45 - 54,297,ID,android,Social Media Fans,
240518168613,Female,Low,25 - 34,10,MY,android,casual,
240518168630,Female,Medium,18 - 24,9,ID,web,casual,
240518168633,Male,Medium,25 - 34,669,ID,iOS,player,
240518168637,Male,Medium,25 - 34,519,ID,android,player,
240518168641,Female,High,18 - 24,15,MY,iOS,casual,
240518168645,Female,Low,25 - 34,162,NP,android,player,
240518168648,Female,Low,18 - 24,483,ID,android,player,
240518168649,Male,Medium,25 - 34,108,NP,android,casual,
240518168659,Female,Medium,< 18,39,ID,android,casual,
240518168662,Male,Low,18 - 24,0,MY,android,casual,
240518168672,Male,Low,25 - 34,0,ID,android,casual,
240518168674,Female,Low,25 - 34,27,ID,android,casual,
240518168678,Male,Low,25 - 34,1,PH,android,casual,
240518168681,Male,Low,25 - 34,1167,MY,android,casual,
240518168686,Male,Low,25 - 34,65,NP,android,casual,
240518168702,Female,Medium,25 - 34,1,PH,android,casual,
240518168703,Female,Medium,25 - 34,22,MY,android,casual,
240518168705,Male,Medium,25 - 34,0,PH,android,casual,
240518168707,Female,Low,18 - 24,1,PH,android,casual,
240518168711,Male,High,25 - 34,74,MY,iOS,casual,
240518168725,Female,Medium,25 - 34,1,PH,android,player,
240518168729,Male,Medium,35 - 44,67,NP,android,casual,
240518168741,Female,Low,18 - 24,3,ID,android,casual,
240518168756,Male,High,18 - 24,5,MM,android,casual,
240518168759,Female,Medium,18 - 24,145,ID,android,casual,
240518168773,Male,Low,25 - 34,100,NP,android,casual,
240518168798,Female,Medium,25 - 34,0,PH,android,casual,
240518168829,Male,Medium,25 - 34,253,ID,android,Social Media Fans,
240518168851,Female,Low,25 - 34,7,ID,android,Social Media Fans,
240518168852,Male,Medium,25 - 34,1069,ID,android,addict,
240518168882,Female,Medium,< 18,0,PH,android,casual,
240518168886,Male,Low,18 - 24,0,BD,android,casual,
240518168888,Male,High,< 18,1426,ID,android,Movies Lovers,
240518168931,Female,Low,25 - 34,234,MY,android,Social Media Fans,
240518168943,Male,Medium,25 - 34,295,NP,android,Social Media Fans,
240518168944,Female,Medium,< 18,460,PH,android,casual,
240518168947,Female,Medium,25 - 34,331,ID,android,casual,
240518168956,Female,Medium,35 - 44,245,MY,android,player,
240518169019,Female,Low,18 - 24,248,PH,android,casual,
240518169022,Female,Medium,18 - 24,52,ID,android,casual,
240518169027,Male,Low,25 - 34,63,BD,android,Social Media Fans,
240518169072,Male,Medium,18 - 24,255,ID,iOS,Social Media Fans,
240518169087,Male,Low,< 18,300,ID,android,Movies Lovers,
240518169088,Female,Medium,25 - 34,0,ID,android,Social Media Fans,
249108103215,Male,High,25 - 34,139,MY,iOS,player,
249108103216,Female,Medium,25 - 34,1252,ID,android,player,
249108103223,Male,Medium,25 - 34,261,NP,android,player,
249108103224,Female,Low,18 - 24,1755,ID,android,Mobile Enthusiasts,
249108103228,Female,Medium,35 - 44,53,PH,iOS,casual,
249108103237,Male,High,< 18,3,PH,android,casual,
249108103239,Male,Medium,25 - 34,630,ID,android,player,
249108103245,Female,Medium,25 - 34,12,ID,android,casual,
249108103246,Female,High,25 - 34,1,PH,iOS,casual,
249108103247,Male,Low,35 - 44,0,PH,android,casual,
249108103249,Female,Low,< 18,96,NP,android,Mobile Enthusiasts,
249108103254,Female,Low,18 - 24,1542,PH,android,addict,
249108103255,Male,High,18 - 24,0,TH,iOS,casual,
249108103261,Female,Low,18 - 24,9,ID,android,casual,
249108103268,Female,Low,18 - 24,47,MY,android,casual,
249108103272,Female,Low,25 - 34,26,NP,android,casual,
249108103274,Male,Medium,25 - 34,323,ID,android,casual,
249108103277,Male,Low,25 - 34,0,NP,android,casual,
249108103279,Female,Low,45 - 54,481,PH,android,player,
249108103283,Female,Low,< 18,82,MY,android,casual,
249108103284,Female,High,25 - 34,210,MY,iOS,casual,
249108103289,Female,Medium,35 - 44,0,MY,android,casual,
249108103308,Female,Low,18 - 24,3,ID,android,casual,
249108103312,Female,Low,< 18,0,ID,android,casual,
249108103323,Female,Medium,25 - 34,2905,ID,android,addict,
249108103327,Male,Low,18 - 24,144,ID,android,player,
249108103331,Female,Medium,18 - 24,0,PH,android,casual,
249108103333,Female,Low,< 18,54,NP,android,casual,
249108103336,Male,Low,25 - 34,278,ID,android,player,
249108103337,Male,Medium,< 18,25,ID,android,casual,
249108103344,Male,Medium,25 - 34,691,ID,android,addict,
249108103351,Male,Medium,18 - 24,66,ID,android,casual,
249108103353,Male,Low,25 - 34,131,NP,android,casual,
249108103361,Male,Medium,18 - 24,88,NP,android,player,
249108103380,Male,Low,35 - 44,481,ID,android,addict,
249108103381,Male,Low,18 - 24,1,ID,android,casual,
249108103417,Male,High,25 - 34,77,PH,iOS,player,
249108103468,Male,Medium,25 - 34,220,PH,android,player,
249108103478,Female,Low,18 - 24,435,PH,android,player,
249108103518,Male,Low,25 - 34,121,ID,android,Travellers,
249108103545,Female,Low,18 - 24,95,PH,android,casual,
249108103562,Female,Low,< 18,162,ID,android,Social Media Fans,
249108103571,Female,Low,18 - 24,518,NP,android,player,
249108103573,Female,Medium,25 - 34,117,NP,android,casual,
249108103597,Female,Medium,25 - 34,2023,MY,android,player,
249108103608,Female,Medium,< 18,114,ID,android,casual,
249108103627,Female,Low,18 - 24,29,ID,android,casual,
249108103657,Female,Low,< 18,201,NP,android,casual,
249108103669,Female,Low,< 18,232,ID,android,Social Media Fans,
257698037788,Male,High,25 - 34,2,ID,googlecast,player,
257698037793,Female,Medium,18 - 24,3234,ID,android,Mobile Enthusiasts,
257698037815,Female,Low,35 - 44,1,ID,android,casual,
257698037822,Female,High,18 - 24,1381,ID,iOS,TV Lovers,
257698037824,Male,Low,25 - 34,681,ID,android,player,
257698037828,Female,Low,25 - 34,19,ID,android,casual,
257698037831,Male,Low,25 - 34,611,NP,android,player,
257698037835,Female,Low,18 - 24,80,NP,android,Movies Lovers,
257698037836,Female,Low,25 - 34,111,MM,android,player,
257698037839,Female,High,25 - 34,87,ID,iOS,casual,
257698037851,Male,Low,< 18,9,ID,android,casual,
257698037852,Female,Low,< 18,952,PH,android,casual,
257698037857,Male,Medium,25 - 34,1,PH,android,casual,
257698037858,Female,High,18 - 24,429,MY,iOS,player,
257698037868,Male,Medium,25 - 34,1,MY,android,casual,
257698037872,Female,Low,35 - 44,0,PH,android,casual,
257698037881,Male,Low,25 - 34,160,ID,android,casual,
257698037883,Female,Low,< 18,165,PH,android,casual,
257698037890,Male,Low,25 - 34,361,ID,android,casual,
257698037891,Female,Low,25 - 34,87,MY,android,casual,
257698037895,Male,High,25 - 34,217,NP,android,casual,
257698037897,Male,Medium,25 - 34,14,NP,android,casual,
257698037898,Male,High,25 - 34,10,MY,iOS,casual,
257698037917,Male,Medium,25 - 34,170,ID,android,casual,
257698037924,Female,Medium,< 18,5,PH,android,casual,
257698037938,Female,Medium,< 18,96,ID,android,casual,
257698037939,Male,Medium,25 - 34,1,ID,android,casual,
257698037943,Male,High,25 - 34,4909,PH,android,TV Lovers,
257698037947,Male,Low,18 - 24,0,ID,android,casual,
257698037950,Female,Medium,18 - 24,181,PH,android,player,
257698037956,Male,Medium,25 - 34,5,ID,android,casual,
257698037960,Female,Medium,35 - 44,6,ID,android,casual,
257698037961,Female,Low,25 - 34,136,NP,android,player,
257698037962,Female,Medium,18 - 24,118,ID,android,player,
257698037963,Female,Medium,25 - 34,212,PH,iOS,casual,
257698037966,Female,Medium,18 - 24,6,ID,android,casual,
257698037974,Male,High,18 - 24,440,PH,iOS,player,
257698037976,Male,Medium,25 - 34,10,ID,android,casual,
257698037986,Female,High,18 - 24,989,ID,iOS,player,
257698037992,Male,Low,25 - 34,872,MY,android,addict,
257698037994,Female,Medium,18 - 24,26,MY,web,player,
257698037997,Female,High,25 - 34,0,MY,iOS,casual,
257698037998,Female,High,18 - 24,24,ID,iOS,casual,
257698037999,Male,Medium,< 18,440,TH,android,player,
257698038006,Female,Medium,25 - 34,466,ID,android,Movies Lovers,
257698038013,Male,Low,25 - 34,167,ID,android,Mobile Enthusiasts,
257698038025,Female,Low,18 - 24,1664,PH,android,player,
257698038052,Female,Low,18 - 24,1407,PH,android,Social Media Fans,
257698038109,Female,Low,25 - 34,174,ID,android,casual,
257698038116,Female,Medium,25 - 34,1,ID,android,casual,
257698038117,Male,Low,25 - 34,2303,PH,android,player,
257698038133,Male,Low,18 - 24,72,ID,android,casual,
257698038151,Male,Low,35 - 44,1,NP,android,Social Media Fans,
257698038175,Female,Low,< 18,29,ID,android,casual,
257698038192,Female,Low,25 - 34,363,ID,android,player,
257698038196,Female,Low,18 - 24,146,MY,android,casual,
257698038217,Male,Low,25 - 34,683,ID,android,Social Media Fans,
257698038297,Female,High,18 - 24,619,PH,iOS,casual,
257698038320,Male,Low,18 - 24,6,BD,android,casual,
257698038332,Male,Low,18 - 24,35,NP,android,Movies Lovers,
266287972388,Male,Medium,35 - 44,29,MY,android,casual,
266287972400,Female,Low,18 - 24,996,ID,android,casual,
266287972403,Female,Medium,< 18,4,ID,android,casual,
266287972408,Female,Low,18 - 24,2,PH,android,casual,
266287972409,Male,Low,25 - 34,6,ID,android,casual,
266287972411,Female,Medium,25 - 34,42,ID,android,casual,
266287972414,Male,Low,25 - 34,122,BD,android,casual,
266287972419,Female,Low,18 - 24,13,PH,android,casual,
266287972424,Female,Low,18 - 24,113,ID,android,casual,
266287972425,Female,Low,25 - 34,162,NP,android,casual,
266287972426,Female,Medium,25 - 34,945,PH,android,player,
266287972428,Female,Low,35 - 44,72,PK,googlecast,player,
266287972430,Male,Medium,35 - 44,426,PH,android,Social Media Fans,
266287972431,Female,Low,< 18,7,ID,android,casual,
266287972438,Female,Medium,18 - 24,351,ID,android,player,
266287972446,Female,Medium,18 - 24,95,ID,android,casual,
266287972449,Male,Medium,18 - 24,1,TH,android,casual,
266287972450,Female,Low,18 - 24,35,ID,android,casual,
266287972453,Female,High,25 - 34,111,MY,iOS,casual,
266287972457,Male,Medium,55+,29,NP,android,casual,
266287972460,Female,Low,25 - 34,360,NP,android,casual,
266287972461,Female,High,18 - 24,127,ID,iOS,casual,
266287972465,Female,Medium,18 - 24,49,MY,iOS,casual,
266287972468,Female,High,25 - 34,141,KH,iOS,casual,
266287972473,Female,Medium,< 18,1,ID,android,casual,
266287972483,Male,Low,25 - 34,25,ID,android,casual,
266287972490,Female,Medium,18 - 24,1,ID,iOS,casual,
266287972492,Male,Medium,25 - 34,680,MY,Panasonic,TV Lovers,
266287972493,Male,Low,25 - 34,4,BD,android,casual,
266287972495,Male,Medium,18 - 24,196,ID,android,player,
266287972498,Male,Low,25 - 34,22,NP,android,casual,
266287972503,Female,Medium,25 - 34,3,ID,android,casual,
266287972507,Female,Low,18 - 24,344,ID,android,player,
266287972512,Female,Medium,35 - 44,72,MY,android,player,
266287972515,Male,High,25 - 34,92,MY,iOS,player,
266287972535,Female,Medium,18 - 24,10,ID,android,casual,
266287972550,Female,Low,25 - 34,396,MY,android,player,
266287972562,Male,Medium,25 - 34,139,PH,android,Movies Lovers,
266287972589,Female,Low,25 - 34,62,PH,android,Social Media Fans,
266287972605,Male,Medium,25 - 34,1432,ID,android,player,
266287972617,Male,Low,< 18,169,ID,android,Social Media Fans,
266287972618,Female,Low,35 - 44,0,NP,android,Social Media Fans,
266287972622,Male,Medium,25 - 34,2126,ID,android,addict,
266287972669,Female,High,< 18,507,PH,iOS,player,
266287972694,Male,Low,< 18,898,PH,android,TV Lovers,
266287972720,Female,Medium,25 - 34,11,PH,android,Social Media Fans,
266287972734,Female,Low,< 18,466,PH,android,player,
266287972762,Male,Medium,25 - 34,31,ID,android,casual,
266287972767,Male,Low,25 - 34,221,NP,android,casual,
266287972774,Male,Medium,25 - 34,449,ID,android,casual,
266287972777,Female,Low,< 18,1215,PH,android,Social Media Fans,
266287972828,Female,Medium,25 - 34,194,ID,android,Social Media Fans,
274877906997,Female,Low,25 - 34,272,ID,android,player,
274877907011,Female,Medium,25 - 34,47,ID,android,casual,
274877907014,Female,Medium,25 - 34,2379,ID,android,addict,
274877907016,Male,Medium,18 - 24,229,ID,android,player,
274877907019,Female,Low,25 - 34,1049,PH,android,player,
274877907027,Male,Low,35 - 44,5,NP,android,player,
274877907031,Male,Low,25 - 34,328,PH,android,casual,
274877907032,Male,Low,< 18,247,NP,android,casual,
274877907038,Female,Low,25 - 34,144,ID,android,player,
274877907041,Female,Low,35 - 44,9,PH,android,player,
274877907042,Male,Low,25 - 34,312,ID,android,player,
274877907051,Female,Medium,25 - 34,0,PH,iOS,casual,
274877907052,Female,Low,25 - 34,89,ID,android,casual,
274877907057,Female,Medium,25 - 34,8,PH,android,casual,
274877907069,Female,Medium,< 18,9,KH,android,casual,
274877907075,Male,Low,< 18,85,ID,android,casual,
274877907076,Female,Low,18 - 24,607,MY,android,casual,
274877907079,Female,Low,18 - 24,4,PH,android,Mobile Enthusiasts,
274877907081,Male,Medium,45 - 54,113,MY,android,casual,
274877907085,Male,Low,18 - 24,0,PH,android,casual,
274877907089,Female,Medium,< 18,110,ID,android,casual,
274877907091,Male,High,18 - 24,0,TH,iOS,casual,
274877907095,Female,High,18 - 24,192,ID,iOS,casual,
274877907107,Male,High,25 - 34,430,ID,iOS,player,
274877907114,Male,Medium,25 - 34,129,MY,android,casual,
274877907116,Male,Medium,35 - 44,85,ID,android,casual,
274877907119,Female,Medium,45 - 54,0,PH,android,casual,
274877907121,Male,Medium,25 - 34,664,ID,android,addict,
274877907124,Male,Low,25 - 34,96,NP,android,Movies Lovers,
274877907125,Female,Medium,35 - 44,969,PH,android,addict,
274877907140,Female,High,55+,551,MY,iOS,TV Lovers,
274877907164,Female,Medium,25 - 34,104,PH,android,casual,
274877907169,Female,High,25 - 34,16,ID,iOS,casual,
274877907175,Male,Medium,18 - 24,1,PH,android,casual,
274877907184,Male,Medium,25 - 34,495,PH,android,player,
274877907198,Female,Medium,25 - 34,120,PH,android,player,
274877907199,Male,Medium,< 18,2,PH,android,Mobile Enthusiasts,
274877907228,Male,Low,25 - 34,3,PH,android,Social Media Fans,
274877907239,Female,Medium,18 - 24,128,NP,android,Social Media Fans,
274877907301,Female,Medium,35 - 44,148,PH,android,Social Media Fans,
274877907311,Male,Medium,25 - 34,1,NP,android,casual,
274877907354,Male,Low,35 - 44,221,ID,android,casual,
274877907409,Female,High,< 18,1022,PH,iOS,Movies Lovers,
274877907445,Male,Low,25 - 34,259,ID,android,casual,
283467841567,Male,Medium,25 - 34,323,ID,android-tv,casual,
283467841572,Male,Low,25 - 34,63,ID,android,player,
283467841575,Female,Medium,25 - 34,115,ID,android,casual,
283467841585,Male,Low,25 - 34,813,ID,android,addict,
283467841588,Female,Medium,< 18,158,ID,android,player,
283467841594,Male,Medium,25 - 34,22,ID,android,casual,
283467841595,Male,Medium,25 - 34,6,TH,android,casual,
283467841596,Male,Medium,25 - 34,86,NP,android,casual,
283467841598,Female,High,25 - 34,3272,PH,iOS,addict,
283467841604,Female,Low,25 - 34,5,PH,android,casual,
